ср сент. 15 2021,"5, fff, 5"
['47'],['58167.93893129771']
['3'],['57575.757575757576']
['0'],['57870.722433460076']
['0'],['58769.230769230766']
['0'],['59379.84496124031']
['8'],['60000.0']
['32'],['60313.72549019608']
['50'],['60000.0']
['73'],['59379.84496124031']
['72'],['58167.93893129771']
['43'],['57870.722433460076']
['0'],['57575.757575757576']
['0'],['58167.93893129771']
['0'],['58769.230769230766']
['0'],['59379.84496124031']
['5'],['60000.0']
['31'],['60000.0']
['51'],['59379.84496124031']
['69'],['59379.84496124031']
['73'],['58769.230769230766']
['47'],['57870.722433460076']
['0'],['57575.757575757576']
['0'],['58167.93893129771']
['0'],['58467.43295019157']
['0'],['59379.84496124031']
['12'],['60000.0']
['36'],['60313.72549019608']
['39'],['59688.715953307394']
['73'],['59379.84496124031']
['72'],['58467.43295019157']
['36'],['57575.757575757576']
['0'],['57575.757575757576']
['0'],['58167.93893129771']
['0'],['58467.43295019157']
['0'],['59379.84496124031']
['10'],['60313.72549019608']
['32'],['60313.72549019608']
['54'],['59688.715953307394']
['71'],['59379.84496124031']
['74'],['58769.230769230766']
['51'],['57870.722433460076']
['15'],['57870.722433460076']
['0'],['58167.93893129771']
['0'],['58167.93893129771']
['0'],['59073.359073359075']
['0'],['60000.0']
['19'],['60313.72549019608']
['40'],['60000.0']
['56'],['59688.715953307394']
['77'],['59073.359073359075']
['60'],['58467.43295019157']
['44'],['57870.722433460076']
['2'],['57575.757575757576']
['0'],['57870.722433460076']
['0'],['58467.43295019157']
['0'],['59073.359073359075']
['4'],['59688.715953307394']
['25'],['60313.72549019608']
['48'],['60000.0']
['67'],['59379.84496124031']
['80'],['58769.230769230766']
['61'],['58167.93893129771']
['23'],['57870.722433460076']
['0'],['58167.93893129771']
['0'],['58467.43295019157']
['0'],['58467.43295019157']
['0'],['59688.715953307394']
['18'],['60313.72549019608']
['39'],['60000.0']
['58'],['59379.84496124031']
['76'],['59073.359073359075']
['72'],['58167.93893129771']
['40'],['57870.722433460076']
['0'],['58167.93893129771']
['0'],['58167.93893129771']
['0'],['58167.93893129771']
['0'],['59379.84496124031']
['9'],['60313.72549019608']
['30'],['60000.0']
['52'],['60000.0']
['72'],['59073.359073359075']
['77'],['58769.230769230766']
['49'],['57870.722433460076']
['8'],['58167.93893129771']
['0'],['58167.93893129771']
['0'],['58769.230769230766']
['0'],['59073.359073359075']
['9'],['60000.0']
['28'],['60313.72549019608']
['57'],['59688.715953307394']
['72'],['59379.84496124031']
['79'],['58467.43295019157']
['52'],['58167.93893129771']
['8'],['57575.757575757576']
['0'],['58167.93893129771']
['0'],['58467.43295019157']
['0'],['59073.359073359075']
['4'],['59688.715953307394']
['28'],['60313.72549019608']
['45'],['59688.715953307394']
['66'],['59379.84496124031']
['76'],['58769.230769230766']
['61'],['58167.93893129771']
['20'],['57575.757575757576']
['0'],['58167.93893129771']
['0'],['57870.722433460076']
['0'],['59073.359073359075']
['0'],['59379.84496124031']
['22'],['57575.757575757576']
['0'],['57575.757575757576']
['0'],['58167.93893129771']
['0'],['58769.230769230766']
['0'],['59379.84496124031']
['15'],['60629.92125984252']
['36'],['58167.93893129771']
